,author,title,file,nationality,year,year_range
1449,Murray Leinster,Space Platform,ebooks-unzipped/25051-8.txt,American,1953,3000
1450,Murray Leinster,The Mad Planet,ebooks-unzipped/35425.txt,American,1920,1920
1451,Murray Leinster,The Red Dust,ebooks-unzipped/41586-8.txt,American,1921,1930
1452,Murray Leinster,The Forgotten Planet,ebooks-unzipped/41637-8.txt,American,1954,3000
1453,Murray Leinster,Creatures of the Abyss,ebooks-unzipped/42901-8.txt,American,1961,3000
1454,Murray Leinster,Nightmare Planet,ebooks-unzipped/42987-8.txt,American,1952,3000
1455,Murray Leinster,The Silver Menace,ebooks-unzipped/50622-8.txt,American,2015,3000
1456,Myrtle Reed,Old Rose and Silver,ebooks-unzipped/5401.txt,American,1909,1910
1457,Nathaniel Hawthorne,Twice Told Tales,ebooks-unzipped/13707-8.txt,American,1837,1850
1458,Nathaniel Hawthorne,"The Great Stone Face, And Other Tales Of The White Mountains",ebooks-unzipped/1916-0.txt,American,1850,1850
1459,Nathaniel Hawthorne,The Blithedale Romance,ebooks-unzipped/2081.txt,American,1852,1860
1460,Nathaniel Hawthorne,The Scarlet Letter,ebooks-unzipped/25344-0.txt,American,1850,1850
1461,Nathaniel Hawthorne,"The Snow-Image, A Childish Miracle",ebooks-unzipped/30376.txt,American,1864,1870
1462,Nathaniel Hawthorne,Twice-Told Tales,ebooks-unzipped/508.txt,American,1837,1850
1463,Nathaniel Hawthorne,The Snow Image,ebooks-unzipped/513.txt,American,1851,1860
1464,Nathaniel Hawthorne,Tanglewood Tales,ebooks-unzipped/51995-0.txt,American,1853,1860
1465,Nathaniel Hawthorne,Fanshawe,ebooks-unzipped/7085-8.txt,American,1828,1850
1466,Nathaniel Hawthorne,"Septimius Felton, or, The Elixir of Life",ebooks-unzipped/7372-8.txt,American,1872,1880
1467,Nathaniel Hawthorne,The House of the Seven Gables,ebooks-unzipped/77.txt,American,1851,1860
1468,Nathaniel Hawthorne,"The Old Manse (From ""Mosses From An Old Manse"")",ebooks-unzipped/9221.txt,American,1846,1850
1469,Nathaniel Hawthorne,Main Street,ebooks-unzipped/9236-0.txt,American,1920,1920
1470,Nathaniel Hawthorne,Sylph Etherege,ebooks-unzipped/9238-0.txt,American,1838,1850
1471,Nathaniel Hawthorne,Biographical Sketches,ebooks-unzipped/9245.txt,American,1853,1860
1472,Nathaniel Hawthorne,Sketches from Memory,ebooks-unzipped/9246.txt,American,1835,1850
1473,Nathaniel Hawthorne,Time's Portraiture,ebooks-unzipped/9252.txt,American,1853,1860
1474,Nathaniel Hawthorne,Browne's Folly,ebooks-unzipped/9253.txt,American,1860,1860
1475,Nathaniel Hawthorne,Biographical Stories,ebooks-unzipped/9254-0.txt,American,1842,1850
1476,Nathaniel Hawthorne,The Three Golden Apples,ebooks-unzipped/9257-0.txt,American,1852,1860
1477,Nathaniel Hawthorne,The Miraculous Pitcher,ebooks-unzipped/9258-0.txt,American,1852,1860
1478,Oscar Micheaux,"The Conquest, The Story of a Negro Pioneer",ebooks-unzipped/39237-8.txt,American,1913,1920
1479,Oscar Micheaux,"The Homesteader, A Novel",ebooks-unzipped/39238-8.txt,American,1917,1920
1480,Ouida,Beatrice Boville and Other Stories,ebooks-unzipped/33942-8.txt,British,1867,1870
1481,Ouida,Critical Studies,ebooks-unzipped/36788-8.txt,British,1900,1900
1482,Ouida,"Cecil Castlemaine's Gage, Lady Marabout's Troubles, and Other Stories",ebooks-unzipped/37178-8.txt,British,1867,1870
1483,Ouida,A Rainy June and Other Stories,ebooks-unzipped/42944-8.txt,British,1885,1890
1484,Owen Wister,"The Virginian, A Horseman Of The Plains",ebooks-unzipped/1298-0.txt,American,1902,1910
1485,Owen Wister,"A Straight Deal, or The Ancient Grudge",ebooks-unzipped/1379-0.txt,American,1920,1920
1486,Owen Wister,Lin McLean,ebooks-unzipped/1385-0.txt,American,1897,1900
1487,Owen Wister,Lady Baltimore,ebooks-unzipped/1386-0.txt,American,1905,1910
1488,Owen Wister,"Padre Ignacio, Or The Song of Temptation",ebooks-unzipped/1388.txt,American,1911,1920
1489,Owen Wister,The Jimmyjohn Boss and Other Stories,ebooks-unzipped/1390-0.txt,American,1900,1900
1490,Owen Wister,How Doth the Simple Spelling Bee,ebooks-unzipped/23923-8.txt,American,1907,1910
1491,Owen Wister,"The Dragon of Wantley, His Tale",ebooks-unzipped/26448-8.txt,American,1892,1900
1492,Owen Wister,Red Men and White,ebooks-unzipped/28675-8.txt,American,1895,1900
1493,Owen Wister,The Pentecost of Calamity,ebooks-unzipped/32098-8.txt,American,1915,1920
1494,Owen Wister,"Philosophy 4, A Story of Harvard University",ebooks-unzipped/862-0.txt,American,1903,1910
1495,P. C. Wren,Cupid in Africa,ebooks-unzipped/37544-0.txt,British,1920,1920
1496,P. G. Wodehouse,"Right Ho, Jeeves",ebooks-unzipped/10554-8.txt,American,1934,1940
1497,P. G. Wodehouse,Piccadilly Jim,ebooks-unzipped/2005.txt,American,1917,1920
1498,P. G. Wodehouse,"Love Among the Chickens, A Story of the Haps and Mishaps on an English Chicken Farm",ebooks-unzipped/20532-8.txt,American,1906,1910
1499,P. G. Wodehouse,"Psmith, Journalist",ebooks-unzipped/2607-8.txt,American,1915,1920
1500,P. G. Wodehouse,Indiscretions of Archie,ebooks-unzipped/3756-0.txt,American,1921,1930
1501,P. G. Wodehouse,Love Among the Chickens,ebooks-unzipped/3829.txt,American,1906,1910
1502,P. G. Wodehouse,The Intrusion of Jimmy,ebooks-unzipped/4075.txt,American,1910,1910
1503,P. G. Wodehouse,The Little Nugget,ebooks-unzipped/6683.txt,American,1913,1920
1504,P. G. Wodehouse,Uneasy Money,ebooks-unzipped/6684.txt,American,1916,1920
1505,P. G. Wodehouse,Psmith in the City,ebooks-unzipped/6753.txt,American,1910,1910
1506,P. G. Wodehouse,The Man Upstairs,ebooks-unzipped/6768.txt,American,1914,1920
1507,P. G. Wodehouse,Three Men and a Maid,ebooks-unzipped/6836.txt,American,1922,1930
1508,P. G. Wodehouse,The Little Warrior,ebooks-unzipped/6837-8.txt,American,1920,1920
1509,P. G. Wodehouse,The Head of Kay's,ebooks-unzipped/6877.txt,American,1905,1910
1510,P. G. Wodehouse,The Gold Bat,ebooks-unzipped/6879.txt,American,1904,1910
1511,P. G. Wodehouse,The White Feather,ebooks-unzipped/6927.txt,American,1907,1910
1512,P. G. Wodehouse,The Prince and Betty,ebooks-unzipped/6955.txt,American,1912,1920
1513,P. G. Wodehouse,Tales of St. Austin's,ebooks-unzipped/6980.txt,American,1903,1910
1514,P. G. Wodehouse,The Pothunters,ebooks-unzipped/6984.txt,American,1902,1910
1515,P. G. Wodehouse,A Prefect's Uncle,ebooks-unzipped/6985.txt,American,1903,1910
1516,P. G. Wodehouse,The Clicking of Cuthbert,ebooks-unzipped/7028.txt,American,1922,1930
1517,P. G. Wodehouse,"The Swoop! or How Clarence Saved England, A Tale of the Great Invasion",ebooks-unzipped/7050.txt,American,1909,1910
1518,P. G. Wodehouse,"Not George Washington, An Autobiographical Novel",ebooks-unzipped/7230-8.txt,American,1907,1910
1519,P. G. Wodehouse,William Tell Told Again,ebooks-unzipped/7298-8.txt,American,1904,1910
1520,P. G. Wodehouse,Mike,ebooks-unzipped/7423-8.txt,American,1909,1910
1521,P. G. Wodehouse,The Adventures of Sally,ebooks-unzipped/7464-0.txt,American,1922,1930
1522,P. G. Wodehouse,"The Man with Two Left Feet, and Other Stories",ebooks-unzipped/7471.txt,American,1917,1920
1523,P. G. Wodehouse,The Gem Collector,ebooks-unzipped/8931-8.txt,American,1910,1910
1524,Paul Laurence Dunbar,The Sport of the Gods,ebooks-unzipped/17854.txt,American,1902,1910
1525,Paul Laurence Dunbar,"The Uncalled, A Novel",ebooks-unzipped/25171-8.txt,American,1896,1900
1526,Paul W. Fairman,Ten From Infinity,ebooks-unzipped/20856-8.txt,American,1976,3000
1527,Payne Erskine,The Eye of Dread,ebooks-unzipped/30031-8.txt,American,1913,1920
1528,Peter B. Kyne,The Go-Getter,ebooks-unzipped/12257-8.txt,American,1921,1930
1529,Peter B. Kyne,Kindred of the Dust,ebooks-unzipped/13532-8.txt,American,1920,1920
1530,Peter B. Kyne,The Pride of Palomar,ebooks-unzipped/16674-8.txt,American,1921,1930
1531,Peter B. Kyne,"Captain Scraggs, or, The Green-Pea Pirates",ebooks-unzipped/18469-8.txt,American,1919,1920
1532,Peter B. Kyne,The Three Godfathers,ebooks-unzipped/51942-0.txt,American,1913,1920
1533,Peter B. Kyne,The Long Chance,ebooks-unzipped/6115-0.txt,American,1914,1920
1534,Philip Gibbs,"From Bapaume to Passchendaele, 1917",ebooks-unzipped/35403-8.txt,British,1918,1920
1535,Philip K. Dick,The Variable Man,ebooks-unzipped/32154.txt,American,1957,3000
1536,R. D. Blackmore,"Lorna Doone, A Romance of Exmoor",ebooks-unzipped/17460-0.txt,British,1869,1870
1537,R. D. Blackmore,Slain By The Doones,ebooks-unzipped/22315-0.txt,British,1895,1900
1538,R. D. Blackmore,"Perlycross, A Tale of the Western Hills",ebooks-unzipped/45038-8.txt,British,1894,1900
1539,R. D. Blackmore,"Kit and Kitty, A Story of West Middlesex",ebooks-unzipped/49520-0.txt,British,1890,1890
1540,R. D. Blackmore,Tales From the Telling-House,ebooks-unzipped/51497-0.txt,British,1896,1900
1541,R. D. Blackmore,Mary Anerley,ebooks-unzipped/6824-0.txt,British,1880,1880
1542,Ralph Henry Barbour,The Lilac Girl,ebooks-unzipped/12858-8.txt,American,1909,1910
1543,Ralph Henry Barbour,Left End Edwards,ebooks-unzipped/20650-8.txt,American,1914,1920
1544,Ralph Henry Barbour,The Crimson Sweater,ebooks-unzipped/33425.txt,American,1906,1910
1545,Ralph Henry Barbour,Full-Back Foster,ebooks-unzipped/42653-8.txt,American,1919,1920
1546,Ralph Henry Barbour,"Weatherby's Inning, A Story of College Life and Baseball",ebooks-unzipped/45142-0.txt,American,1903,1910
1547,Ralph Henry Barbour,"The Arrival of Jimpson, And Other Stories for Boys about Boys",ebooks-unzipped/45689-0.txt,American,1904,1910
1548,Ralph Henry Barbour,Center Rush Rowland,ebooks-unzipped/46592-8.txt,American,1917,1920
1549,Ralph Henry Barbour,"Four in Camp, A Story of Summer Adventures in the New Hampshire Woods",ebooks-unzipped/50590-0.txt,American,1905,1910
1550,Ralph Henry Barbour,Right Half Hollins,ebooks-unzipped/53986-0.txt,American,1925,1930
1551,Ralph Henry Barbour,The New Boy at Hilltop,ebooks-unzipped/6487.txt,American,1910,1910
1552,Randall Garrett,The Highest Treason,ebooks-unzipped/24302.txt,American,2016,3000
1553,Randall Parrish,The Case and The Girl,ebooks-unzipped/12357-8.txt,American,1922,1930
1554,Randall Parrish,"Beth Norvell, A Romance of the West",ebooks-unzipped/17598-8.txt,American,1907,1910
1555,Randall Parrish,Bob Hampton of Placer,ebooks-unzipped/17614-8.txt,American,1906,1910
1556,Randall Parrish,The Strange Case of Cavendish,ebooks-unzipped/17647-8.txt,American,1918,1920
1557,Randall Parrish,"Gordon Craig, Soldier of Fortune",ebooks-unzipped/17765-8.txt,American,1912,1920
1558,Randall Parrish,"Molly McDonald, A Tale of the Old Frontier",ebooks-unzipped/17789-8.txt,American,1912,1920
1559,Randall Parrish,"Prisoners of Chance, The Story of What Befell Geoffrey Benteen, Borderman,, through His Love for a Lady of France",ebooks-unzipped/17856-8.txt,American,1908,1910
1560,Randall Parrish,"When Wilderness Was King, A Tale of the Illinois Country",ebooks-unzipped/17890-8.txt,American,1904,1910
1561,Randall Parrish,My Lady of Doubt,ebooks-unzipped/18633-8.txt,American,1911,1920
1562,Randall Parrish,My Lady of the North,ebooks-unzipped/6846-0.txt,American,1904,1910
1563,Randall Parrish,Keith of the Border,ebooks-unzipped/7510-0.txt,American,1910,1910
1564,Ray Cummings,Brigands of the Moon,ebooks-unzipped/19066-8.txt,American,1931,1940
1565,Rex Beach,The Crimson Gardenia and Other Tales of Adventure,ebooks-unzipped/32101-8.txt,American,1916,1920
1566,Rex Beach,The Winds of Chance,ebooks-unzipped/5062.txt,American,1918,1920
1567,Rex Beach,The Spoilers,ebooks-unzipped/5076.txt,American,1905,1910
1568,Rex Stout,Under the Andes,ebooks-unzipped/546.txt,American,1914,1920
1569,Richard Harding Davis,The Spy,ebooks-unzipped/1818-0.txt,American,1821,1850
1570,Richard Harding Davis,A Charmed Life,ebooks-unzipped/1821-0.txt,American,1955,3000
1571,Richmal Crompton,Just William,ebooks-unzipped/34414-8.txt,British,1922,1930
1572,Robert Abernathy,The Record of Currupira,ebooks-unzipped/31762-8.txt,American,1954,3000
1573,Robert Abernathy,World of the Drone,ebooks-unzipped/32068.txt,American,1955,3000
1574,Robert Abernathy,When the Mountain Shook,ebooks-unzipped/32836.txt,American,1954,3000
1575,Robert Abernathy,The Rotifers,ebooks-unzipped/35879-0.txt,American,1953,3000
1576,Robert Alexander Wason,Happy Hawkins,ebooks-unzipped/3705.txt,American,1909,1910
1577,Robert E. Howard,Queen of the Black Coast,ebooks-unzipped/42183-8.txt,American,1934,1940
1578,Robert E. Howard,Shadows in the Moonlight,ebooks-unzipped/42188.txt,American,1934,1940
1579,Robert E. Howard,The Devil in Iron,ebooks-unzipped/42209.txt,American,1934,1940
1580,Robert E. Howard,A Witch Shall Be Born,ebooks-unzipped/42227-8.txt,American,1934,1940
1581,Robert E. Howard,Jewels of Gwahlur,ebooks-unzipped/42236-8.txt,American,1935,1940
1582,Robert E. Howard,The Hour of the Dragon,ebooks-unzipped/42243-8.txt,American,1950,3000
1583,Robert E. Howard,The People of the Black Circle,ebooks-unzipped/42259-8.txt,American,1934,1940
1584,Robert Graves,Fairies and Fusiliers,ebooks-unzipped/10122-8.txt,British,1917,1920
1585,Robert Hugh Benson,Dawn of All,ebooks-unzipped/11626.txt,British,1911,1920
1586,Robert Hugh Benson,Lord of the World,ebooks-unzipped/14021.txt,British,1908,1910
1587,Robert Hugh Benson,The Necromancers,ebooks-unzipped/14275-8.txt,British,1907,1910
1588,Robert Hugh Benson,"The History of Richard Raynal, Solitary",ebooks-unzipped/15808.txt,British,1906,1910
1589,Robert Hugh Benson,Come Rack! Come Rope!,ebooks-unzipped/15992-8.txt,British,1912,1920
1590,Robert Hugh Benson,Oddsfish!,ebooks-unzipped/16288-8.txt,British,1914,1920
1591,Robert Shea,The Saracen: Land of the Infidel,ebooks-unzipped/28515-8.txt,American,1989,3000
1592,Robert Shea,The Saracen: The Holy War,ebooks-unzipped/28516-8.txt,American,1989,3000
1593,Robert Sheckley,The Status Civilization,ebooks-unzipped/20919-8.txt,American,1960,3000
1594,Robert Sheckley,Bad Medicine,ebooks-unzipped/9055.txt,American,2005,3000
1595,Robert Silverberg,The Happy Unfortunate,ebooks-unzipped/25035.txt,American,2008,3000
1596,Robert Silverberg,The Hunted Heroes,ebooks-unzipped/25627.txt,American,2008,3000
1597,Robert Silverberg,Starman's Quest,ebooks-unzipped/27444.txt,American,1958,3000
1598,Robert Silverberg,Master of Life and Death,ebooks-unzipped/50441-8.txt,American,1957,3000
1599,Robert Smythe Hichens,The Call of the Blood,ebooks-unzipped/20157-8.txt,British,1905,1910
1600,Robert Smythe Hichens,The Green Carnation,ebooks-unzipped/24499-8.txt,British,1894,1900
1601,Robert Smythe Hichens,Bye-Ways,ebooks-unzipped/33040-8.txt,British,1897,1900
1602,Robert W. Chambers,The Maid-At-Arms,ebooks-unzipped/12279-8.txt,American,2016,3000
1603,Robert W. Chambers,The Tracer of Lost Persons,ebooks-unzipped/13180-0.txt,American,1906,1910
1604,Robert W. Chambers,In Search of the Unknown,ebooks-unzipped/18668-8.txt,American,2016,3000
1605,Robert W. Chambers,The Crimson Tide,ebooks-unzipped/29880-8.txt,American,2000,3000
1606,Robert W. Chambers,The Hidden Children,ebooks-unzipped/4984-8.txt,American,2014,3000
1607,Rodrigues Ottolengui,An Artist in Crime,ebooks-unzipped/31915-8.txt,American,1892,1900
1608,Rodrigues Ottolengui,A Modern Wizard,ebooks-unzipped/32985-8.txt,American,1894,1900
1609,Rose Macaulay,Dangerous Ages,ebooks-unzipped/16799-8.txt,British,1921,1930
1610,Rose Macaulay,"Mystery at Geneva, An Improbable Tale of Singular Happenings",ebooks-unzipped/30647-8.txt,British,1922,1930
1611,Rose Macaulay,"What Not, A Prophetic Comedy",ebooks-unzipped/35198-8.txt,British,1918,1920
1612,Rose Macaulay,The making of a bigot,ebooks-unzipped/50953-0.txt,British,1914,1920
1613,Ruby M. Ayres,A Bachelor Husband,ebooks-unzipped/42085.txt,British,1920,1920
1614,Rudyard Kipling,Letters of Travel (1892-1913),ebooks-unzipped/12089-8.txt,British,1920,1920
1615,Rudyard Kipling,"France At War, On the Frontier of Civilization",ebooks-unzipped/12454.txt,British,1915,1920
1616,Rudyard Kipling,A Diversity of Creatures,ebooks-unzipped/13085-8.txt,British,1917,1920
1617,Rudyard Kipling,Songs from Books,ebooks-unzipped/15529-8.txt,British,1912,1920
1618,Rudyard Kipling,Puck of Pook's Hill,ebooks-unzipped/15976-8.txt,British,1906,1910
1619,Rudyard Kipling,"The Kipling Reader, Selections from the Books of Rudyard Kipling",ebooks-unzipped/16578-8.txt,British,1900,1900
1620,Rudyard Kipling,Sea Warfare,ebooks-unzipped/17689-8.txt,British,1910,1910
1621,Rudyard Kipling,Plain Tales from the Hills,ebooks-unzipped/1858-0.txt,British,1888,1890
1622,Rudyard Kipling,The Second Jungle Book,ebooks-unzipped/1937-0.txt,British,1895,1900
1623,Rudyard Kipling,"""Captains Courageous""",ebooks-unzipped/2186.txt,British,1897,1900
1624,Rudyard Kipling,Kim,ebooks-unzipped/2226.txt,British,1901,1910
1625,Rudyard Kipling,The Eyes of Asia,ebooks-unzipped/23163-8.txt,British,1916,1920
1626,Rudyard Kipling,The Works of Rudyard Kipling: One Volume Edition,ebooks-unzipped/2334-0.txt,British,1889,1890
1627,Rudyard Kipling,The Jungle Book,ebooks-unzipped/236-0.txt,British,1894,1900
1628,Rudyard Kipling,Actions and Reactions,ebooks-unzipped/2381-0.txt,British,1909,1910
1629,Rudyard Kipling,Just So Stories,ebooks-unzipped/2781-0.txt,British,1902,1910
1630,Rudyard Kipling,The Seven Seas,ebooks-unzipped/27870-8.txt,British,1896,1900
1631,Rudyard Kipling,Barrack-Room Ballads,ebooks-unzipped/2819-0.txt,British,1892,1900
1632,Rudyard Kipling,Under the Deodars,ebooks-unzipped/2828-0.txt,British,1888,1890
1633,Rudyard Kipling,Soldier Stories,ebooks-unzipped/28537-8.txt,British,1897,1900
1634,Rudyard Kipling,Verses 1889-1896,ebooks-unzipped/323-0.txt,British,1897,1900
1635,Rudyard Kipling,Rewards and Fairies,ebooks-unzipped/32772-8.txt,British,1910,1910
1636,Rudyard Kipling,How Shakspere Came to Write the Tempest,ebooks-unzipped/32991-8.txt,British,1916,1920
1637,Rudyard Kipling,An Almanac of Twelve Sports,ebooks-unzipped/34113.txt,British,1898,1900
1638,Rudyard Kipling,A Song of the English,ebooks-unzipped/37091-8.txt,British,1909,1910
1639,Rudyard Kipling,The New Army in Training,ebooks-unzipped/53507-0.txt,British,1915,1920
1640,Rudyard Kipling,Soldiers Three,ebooks-unzipped/6120-0.txt,British,1889,1890
1641,Rudyard Kipling,The Man Who Would Be King,ebooks-unzipped/8147-0.txt,British,1888,1890
1642,Rudyard Kipling,Indian Tales,ebooks-unzipped/8649-8.txt,British,1899,1900
1643,Rudyard Kipling,American Notes,ebooks-unzipped/977-0.txt,British,1891,1900
1644,Rudyard Kipling,Traffics and Discoveries,ebooks-unzipped/9790-8.txt,British,1904,1910
1645,Ruth Plumly Thompson,Kabumpo in Oz,ebooks-unzipped/53765-0.txt,American,1922,1930
1646,Sabine Baring-Gould,Curious Myths of the Middle Ages,ebooks-unzipped/36127-0.txt,British,1866,1870
1647,Sabine Baring-Gould,A Book of Ghosts,ebooks-unzipped/36638-8.txt,British,1904,1910
1648,Sabine Baring-Gould,In the Roar of the Sea,ebooks-unzipped/40631-8.txt,British,1891,1900
1649,Sabine Baring-Gould,"Freaks of Fanaticism, and Other Strange Events",ebooks-unzipped/43601-8.txt,British,1891,1900
1650,Sabine Baring-Gould,Domitia,ebooks-unzipped/43985-0.txt,British,1898,1900
1651,Sabine Baring-Gould,"Historic Oddities, and Strange Events",ebooks-unzipped/44245-8.txt,British,1889,1890
1652,Sabine Baring-Gould,Devonshire Characters and Strange Events,ebooks-unzipped/48507-0.txt,British,1908,1910
1653,Sabine Baring-Gould,"Legends of the Patriarchs and Prophets, And Other Old Testament Chatacters from Various Sources",ebooks-unzipped/48736-0.txt,British,1871,1880
1654,Sabine Baring-Gould,A Book of North Wales,ebooks-unzipped/51765-0.txt,British,1903,1910
1655,Sabine Baring-Gould,"Strange Survivals, Some Chapters in the History of Man",ebooks-unzipped/52024-0.txt,British,1892,1900
1656,Sabine Baring-Gould,"Eve, A Novel",ebooks-unzipped/53411-0.txt,British,1888,1890
1657,Sabine Baring-Gould,"Winefred, A Story of the Chalk Cliffs",ebooks-unzipped/53567-0.txt,British,1900,1900
1658,Saki,When William Came,ebooks-unzipped/14540.txt,British,1914,1920
1659,Saki,"Reginald in Russia, and Other Sketches",ebooks-unzipped/1870-0.txt,British,1910,1910
1660,Saki,Beasts and Super-Beasts,ebooks-unzipped/269-0.txt,British,1914,1920
1661,Saki,The Chronicles of Clovis,ebooks-unzipped/3688-8.txt,British,1911,1920
1662,Saki,The Unbearable Bassington,ebooks-unzipped/555-0.txt,British,1912,1920
1663,Samuel R. Delany,Captives of the Flame,ebooks-unzipped/41905-8.txt,American,1963,3000
1664,Samuel R. Delany,The Jewels of Aptor,ebooks-unzipped/41981-8.txt,American,1962,3000
1665,Samuel Richardson,"Pamela, or Virtue Rewarded",ebooks-unzipped/6124-0.txt,British,1740,1800
1666,Sara Ware Bassett,The Story of Porcelain,ebooks-unzipped/19423-8.txt,American,1919,1920
1667,Sara Ware Bassett,Steve and the Steam Engine,ebooks-unzipped/22245-8.txt,American,1921,1930
1668,Sara Ware Bassett,The Story of Wool,ebooks-unzipped/24858-8.txt,American,1914,1920
1669,Sara Ware Bassett,The Story of Leather,ebooks-unzipped/25823-8.txt,American,1915,1920
1670,Sara Ware Bassett,Christopher and the Clockmakers,ebooks-unzipped/26857-8.txt,American,1925,1930
1671,Sara Ware Bassett,Paul and the Printing Press,ebooks-unzipped/27834-8.txt,American,1920,1920
1672,Sarah Doudney,A Vanished Hand,ebooks-unzipped/28237-8.txt,British,1896,1900
1673,Sarah Orne Jewett,The Queen's Twin and Other Stories,ebooks-unzipped/24822-8.txt,American,1899,1900
1674,Sarah Orne Jewett,The Life of Nancy,ebooks-unzipped/31473.txt,American,1895,1900
1675,Sarah Orne Jewett,Old Friends and New,ebooks-unzipped/32382-8.txt,American,1879,1880
1676,Sarah Orne Jewett,The Country of the Pointed Firs,ebooks-unzipped/367-0.txt,American,1896,1900
1677,Sarah Orne Jewett,Betty Leicester's Christmas,ebooks-unzipped/41831.txt,American,1899,1900
1678,Sax Rohmer,Fire-Tongue,ebooks-unzipped/1159-0.txt,British,1921,1930
1679,Sax Rohmer,The Return of Dr. Fu-Manchu,ebooks-unzipped/1183-0.txt,British,1916,1920
1680,Sax Rohmer,The Insidious Dr. Fu-Manchu,ebooks-unzipped/173.txt,British,1913,1920
1681,Sax Rohmer,The Devil Doctor,ebooks-unzipped/19142-8.txt,British,1916,1920
1682,Sax Rohmer,Brood of the Witch-Queen,ebooks-unzipped/19706-8.txt,British,1924,1930
1683,Sax Rohmer,The Yellow Claw,ebooks-unzipped/2028-0.txt,British,1915,1920
1684,Sax Rohmer,The Quest of the Sacred Slipper,ebooks-unzipped/2126.txt,British,1910,1910
1685,Sax Rohmer,The Orchard of Tears,ebooks-unzipped/27461-8.txt,British,1924,1930
1686,Sax Rohmer,Tales of Secret Egypt,ebooks-unzipped/40108-8.txt,British,1918,1920
1687,Sax Rohmer,Tales of Chinatown,ebooks-unzipped/5697-0.txt,British,1922,1930
1688,Sheila Kaye-Smith,Joanna Godden,ebooks-unzipped/15779-8.txt,British,1921,1930
1689,Sherwood Anderson,"Winesburg, Ohio",ebooks-unzipped/416.txt,American,1919,1920
1690,Simon Newcomb,The Reminiscences of an Astronomer,ebooks-unzipped/19309-8.txt,American,1903,1910
1691,Simon Newcomb,Side-lights on Astronomy and Kindred Fields of Popular Science,ebooks-unzipped/4065.txt,American,1906,1910
1692,Sinclair Lewis,Babbitt,ebooks-unzipped/1156-0.txt,American,1922,1930
1693,Sinclair Lewis,Free Air,ebooks-unzipped/26732-8.txt,American,1919,1920
1694,Sinclair Lewis,Main Street,ebooks-unzipped/543-0.txt,American,1920,1920
1695,Stanley G. Weinbaum,The Dark Other,ebooks-unzipped/50561.txt,American,1950,3000
1696,Stephen Crane,The Third Violet,ebooks-unzipped/19593-8.txt,American,1897,1900
1697,Stephen Crane,"The O'Ruddy, A Romance",ebooks-unzipped/29573-8.txt,American,2015,3000
1698,Stephen Crane,"The Monster and Other Stories, The Monster; The Blue Hotel; His New Mittens",ebooks-unzipped/31189.txt,American,1899,1900
1699,Stephen Crane,"The Little Regiment, And Other Episodes of the American Civil War",ebooks-unzipped/31488.txt,American,1896,1900
1700,Stephen Crane,Whilomville Stories,ebooks-unzipped/39644-8.txt,American,1899,1900
1701,Stephen Crane,The Black Riders and Other Lines,ebooks-unzipped/40786-0.txt,American,1895,1900
1702,Stephen Crane,"Wounds in the rain, War stories",ebooks-unzipped/43706-8.txt,American,1900,1900
1703,Stephen Crane,Maggie: A Girl of the Streets,ebooks-unzipped/447.txt,American,1893,1900
1704,Stephen Crane,The Open Boat and Other Stories,ebooks-unzipped/45524-8.txt,American,1897,1900
1705,Stephen Crane,"The Red Badge of Courage, An Episode of the American Civil War",ebooks-unzipped/463-8.txt,American,1895,1900
1706,Stephen Crane,"Men, Women, and Boats",ebooks-unzipped/7239-8.txt,American,2012,3000
1707,Stephen Crane,War is Kind,ebooks-unzipped/9870.txt,American,1899,1900
1708,Stephen W. Meader,The Black Buccaneer,ebooks-unzipped/28418-8.txt,American,1920,1920
1709,Stewart Edward White,"Blazed Trail Stories, and Stories of the Wild Life",ebooks-unzipped/22233-8.txt,American,1902,1910
1710,Susan Glaspell,Plays,ebooks-unzipped/10623-8.txt,American,1916,1920
1711,Susan Glaspell,"Fidelity, A Novel",ebooks-unzipped/32432-8.txt,American,1915,1920
1712,Susan Warner,"The Wide, Wide World",ebooks-unzipped/28376-0.txt,American,1850,1850
1713,Susanna Moodie,"Mark Hurdlestone, Or, The Two Brothers",ebooks-unzipped/16836-8.txt,British,1853,1860
1714,Susanna Moodie,Enthusiasm and Other Poems,ebooks-unzipped/26611-8.txt,British,1831,1850
1715,Susanna Moodie,Roughing it in the Bush,ebooks-unzipped/4389-0.txt,British,1852,1860
1716,Susanna Moodie,Life in the Clearings versus the Bush,ebooks-unzipped/8132.txt,British,1853,1860
1717,Susanna Rowson,Charlotte Temple,ebooks-unzipped/171-0.txt,American,1791,1800
1718,Talbot Mundy,Caesar Dies,ebooks-unzipped/10422.txt,British,1934,1940
1719,Talbot Mundy,Affair in Araby,ebooks-unzipped/10551.txt,British,1922,1930
1720,Talbot Mundy,Jimgrim and Allah's Peace,ebooks-unzipped/11357.txt,British,1933,1940
1721,Talbot Mundy,Caves of Terror,ebooks-unzipped/18970.txt,British,1924,1930
1722,Talbot Mundy,"Hira Singh, When India came to fight in Flanders",ebooks-unzipped/4400.txt,British,1918,1920
1723,Talbot Mundy,Rung Ho!,ebooks-unzipped/5153-0.txt,British,1914,1920
1724,Talbot Mundy,The Eye of Zeitoon,ebooks-unzipped/5241.txt,British,1920,1920
1725,Talbot Mundy,Told in the East,ebooks-unzipped/5315-0.txt,British,1920,1920
